,P8MEA,URN,LA,ESTAB_x,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,PNUMFSM,NUMFSMEVER,PNUMFSMEVER,RECTYPE,ALPHAIND,LEA,BPUP,PBPUP,GPUP,PGPUP,KS2APS,TPRIORLO,PTPRIORLO,TPRIORAV,PTPRIORAV,TPRIORHI,PTPRIORHI,TFSM6CLA1A,PTFSM6CLA1A,ATT8SCR,P8PUP,P8MEACOV,P8PUP_FSM6CLA1A,P8MEA_FSM6CLA1A,P8PUP_NFSM6CLA1A,P8MEA_NFSM6CLA1A,ATT8SCR_LO,P8PUP_LO,P8MEA_LO,ATT8SCR_AV,P8PUP_AV,P8MEA_AV,ATT8SCR_HI,P8PUP_HI,P8MEA_HI,ATT8SCR_GIRLS,P8PUP_GIRLS,P8MEA_GIRLS,ATT8SCR_BOYS,P8PUP_BOYS,P8MEA_BOYS,Gender_BOYS,Gender_GIRLS,AdmitPol_COMP,AdmitPol_MOD,AdmitPol_SEL,Faith_school_Christian,Faith_school_Church of England,Faith_school_Church of England/Christian,Faith_school_Church of England/Roman Catholic,Faith_school_Jewish,Faith_school_Muslim,Faith_school_Roman Catholic,Faith_school_Roman Catholic/Church of England,Faith_school_Sikh,School_type_ACC,School_type_ACCS,School_type_ACS,School_type_CTC,School_type_CY,School_type_CYS,School_type_F,School_type_FD,School_type_FDS,School_type_FS,School_type_FSS,School_type_FUTC,School_type_NMSS,School_type_VA,School_type_VC
3224,-0.26,138662.0,895,4227.0,688.0,362.0,326.0,52.6,47.4,11.0,1.6,21.0,3.1,9.0,679.0,0.0,1.3,98.7,0.0,9.8,112.0,19.9,1,16448.0,895.0,77.0,55.0,64.0,45.0,28.0,19.0,14.0,75.0,54.0,46.0,33.0,28.0,20.0,49.5,140.0,99.0,28.0,-0.88,112.0,-0.1,25.1,19.0,-0.69,48.7,75.0,-0.1,60.9,46.0,-0.34,50.0,63.0,-0.18,49.1,77.0,-0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3225,0.14,139764.0,895,4612.0,647.0,335.0,312.0,51.8,48.2,13.0,2.0,47.0,7.3,122.0,525.0,0.0,18.9,81.1,0.0,5.4,95.0,14.7,1,51568.0,895.0,58.0,45.0,70.0,55.0,28.3,15.0,12.0,66.0,53.0,43.0,35.0,16.0,13.0,54.5,124.0,97.0,16.0,-0.38,108.0,0.22,32.8,15.0,-0.02,51.2,66.0,0.16,66.7,43.0,0.18,60.3,67.0,0.4,47.4,57.0,-0.15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,-0.11,139139.0,895,4801.0,1222.0,623.0,599.0,51.0,49.0,34.0,2.8,46.0,3.8,97.0,1125.0,0.0,7.9,92.1,0.0,6.8,170.0,16.8,1,1022.0,895.0,96.0,48.0,103.0,52.0,28.3,23.0,12.0,97.0,50.0,75.0,38.0,30.0,15.0,52.5,195.0,98.0,30.0,-0.83,165.0,0.03,30.9,23.0,0.0,47.1,97.0,-0.23,65.6,75.0,0.02,53.3,101.0,-0.04,51.5,94.0,-0.18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,0.03,136278.0,895,5401.0,1524.0,794.0,730.0,52.1,47.9,33.0,2.2,111.0,7.3,33.0,1491.0,0.0,2.2,97.8,0.0,4.7,149.5,12.7,1,18008.0,895.0,116.0,49.0,122.0,51.0,28.6,26.0,11.0,114.0,50.0,89.0,39.0,27.0,11.0,54.8,229.0,96.0,26.0,-0.65,203.0,0.12,29.0,26.0,-0.38,50.6,114.0,0.07,66.5,89.0,0.1,56.8,118.0,0.13,52.6,111.0,-0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,-0.07,137491.0,895,6010.0,1259.0,20.0,1239.0,1.6,98.4,22.0,1.7,65.0,5.2,30.0,1229.0,0.0,2.4,97.6,0.0,4.2,134.0,13.3,1,52072.0,895.0,205.0,100.0,0.0,0.0,28.8,20.0,10.0,95.0,47.0,87.0,43.0,27.0,13.0,54.1,202.0,99.0,27.0,-0.09,175.0,-0.06,34.4,20.0,0.09,49.2,95.0,-0.07,63.7,87.0,-0.11,0.0,0.0,0.0,54.1,202.0,-0.07,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3234,-0.07,137582.0,896,4000.0,384.0,182.0,202.0,47.4,52.6,14.0,3.6,72.0,18.8,18.0,366.0,0.0,4.7,95.3,0.0,16.4,147.0,38.3,1,58918.0,896.0,46.0,53.0,40.0,47.0,26.6,20.0,24.0,41.0,49.0,22.0,27.0,34.0,40.0,47.1,83.0,97.0,33.0,-0.52,50.0,0.22,32.4,20.0,0.24,48.7,41.0,-0.12,58.3,22.0,-0.27,51.4,39.0,0.18,43.4,44.0,-0.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3235,0.03,138148.0,896,4001.0,830.0,407.0,423.0,49.0,51.0,13.0,1.6,31.0,3.7,19.0,811.0,0.0,2.3,97.7,0.0,9.0,181.0,21.8,1,22864.0,896.0,76.0,44.0,95.0,56.0,28.0,25.0,15.0,83.0,50.0,59.0,35.0,43.0,25.0,52.9,167.0,98.0,41.0,-0.34,126.0,0.15,30.3,25.0,-0.25,50.1,83.0,-0.01,65.7,59.0,0.21,54.2,92.0,0.11,51.4,75.0,-0.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3236,0.13,111396.0,896,4006.0,393.0,196.0,197.0,49.9,50.1,7.0,1.8,99.0,25.2,10.0,383.0,0.0,2.5,97.5,0.0,31.6,228.0,58.0,1,5886.0,896.0,34.0,42.0,47.0,58.0,26.6,17.0,22.0,48.0,61.0,14.0,18.0,51.0,63.0,49.0,79.0,98.0,50.0,0.14,29.0,0.11,35.4,17.0,0.35,50.5,48.0,0.11,60.9,14.0,-0.07,50.2,47.0,0.17,47.4,32.0,0.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3237,-0.06,111397.0,896,4007.0,526.0,237.0,289.0,45.1,54.9,5.0,1.0,80.0,15.2,59.0,467.0,0.0,11.2,88.8,0.0,13.8,113.0,27.4,1,42004.0,896.0,53.0,47.0,59.0,53.0,26.5,27.0,26.0,57.0,55.0,19.0,18.0,38.0,34.0,46.6,103.0,92.0,38.0,-0.75,65.0,0.35,31.9,27.0,-0.03,48.5,57.0,-0.07,63.6,19.0,-0.05,48.6,53.0,0.13,44.3,50.0,-0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3238,0.18,138318.0,896,4100.0,1635.0,731.0,904.0,44.7,55.3,25.0,1.5,336.0,20.6,20.0,1615.0,0.0,1.2,98.8,0.0,8.5,252.0,19.0,1,35708.0,896.0,159.0,59.0,112.0,41.0,27.7,39.0,15.0,147.0,55.0,81.0,30.0,51.0,19.0,53.1,267.0,99.0,51.0,-0.27,216.0,0.29,32.3,39.0,-0.03,52.2,147.0,0.27,64.5,81.0,0.11,52.5,111.0,0.23,53.5,156.0,0.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3239,0.3,111414.0,896,4132.0,1008.0,472.0,536.0,46.8,53.2,15.0,1.5,61.0,6.1,9.0,999.0,0.0,0.9,99.1,0.0,7.7,189.0,18.8,1,60294.0,896.0,107.0,53.0,94.0,47.0,28.5,25.0,13.0,89.0,45.0,84.0,42.0,26.0,13.0,56.3,198.0,99.0,24.0,-0.23,174.0,0.37,33.0,25.0,0.0,52.8,89.0,0.32,67.8,84.0,0.36,59.9,92.0,0.48,53.2,106.0,0.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3240,0.57,138743.0,896,4134.0,963.0,492.0,471.0,51.1,48.9,10.0,1.0,28.0,2.9,9.0,954.0,0.0,0.9,99.1,0.0,8.0,178.0,18.5,1,13334.0,896.0,78.0,44.0,98.0,56.0,28.2,23.0,13.0,87.0,50.0,64.0,37.0,40.0,23.0,58.3,174.0,99.0,40.0,0.21,134.0,0.68,40.7,23.0,0.76,55.2,87.0,0.59,68.9,64.0,0.48,59.8,97.0,0.62,56.3,77.0,0.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,0.36,138483.0,896,4135.0,1112.0,574.0,538.0,51.6,48.4,16.0,1.4,118.0,10.6,5.0,1107.0,0.0,0.4,99.6,0.0,3.0,69.0,7.5,1,56886.0,896.0,84.0,48.0,91.0,52.0,28.8,15.0,9.0,88.0,52.0,65.0,39.0,7.0,4.0,58.4,168.0,96.0,7.0,0.44,161.0,0.36,38.7,15.0,0.6,54.9,88.0,0.41,67.2,65.0,0.24,61.8,86.0,0.64,54.8,82.0,0.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3242,-0.08,136645.0,896,4149.0,1325.0,654.0,671.0,49.4,50.6,11.0,0.8,152.0,11.5,27.0,1298.0,0.0,2.0,98.0,0.0,3.3,103.0,10.0,1,11564.0,896.0,111.0,56.0,89.0,45.0,28.9,17.0,9.0,90.0,47.0,85.0,44.0,24.0,12.0,53.9,192.0,96.0,24.0,-0.59,168.0,0.0,26.3,17.0,-0.67,48.3,90.0,-0.15,65.9,85.0,0.12,58.2,84.0,0.31,50.4,108.0,-0.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3243,0.11,111422.0,896,4153.0,1465.0,736.0,729.0,50.2,49.8,19.0,1.3,31.0,2.1,98.0,1364.0,3.0,6.7,93.1,0.2,6.8,197.0,16.4,1,59072.0,896.0,129.0,52.0,118.0,48.0,28.3,35.0,15.0,103.0,43.0,100.0,42.0,37.0,15.0,54.5,238.0,96.0,35.0,-0.16,203.0,0.16,37.3,35.0,0.29,50.1,103.0,0.11,64.3,100.0,0.06,57.8,113.0,0.42,51.4,125.0,-0.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3244,0.36,111424.0,896,4158.0,1263.0,615.0,648.0,48.7,51.3,22.0,1.7,104.0,8.2,20.0,1243.0,0.0,1.6,98.4,0.0,5.3,113.0,11.0,1,5528.0,896.0,102.0,49.0,105.0,51.0,29.1,10.0,6.0,76.0,47.0,76.0,47.0,27.0,13.0,59.7,162.0,78.0,23.0,0.13,139.0,0.4,31.5,10.0,0.51,55.1,76.0,0.47,67.6,76.0,0.24,60.7,84.0,0.48,58.6,78.0,0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3245,-0.3,111429.0,896,4167.0,1511.0,744.0,767.0,49.2,50.8,21.0,1.4,160.0,10.6,42.0,1469.0,0.0,2.8,97.2,0.0,8.8,327.0,24.8,1,61608.0,896.0,150.0,57.0,112.0,43.0,27.6,43.0,17.0,140.0,54.0,74.0,29.0,60.0,23.0,47.5,257.0,98.0,60.0,-0.89,197.0,-0.12,26.1,43.0,-0.6,46.4,140.0,-0.31,62.8,74.0,-0.1,49.6,110.0,-0.1,46.0,147.0,-0.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3246,-0.08,111440.0,896,4221.0,1332.0,685.0,647.0,51.4,48.6,6.0,0.5,44.0,3.3,15.0,1317.0,0.0,1.1,98.9,0.0,6.6,167.0,15.7,1,23764.0,896.0,105.0,48.0,116.0,52.0,29.1,16.0,7.0,105.0,48.0,98.0,45.0,30.0,14.0,54.8,219.0,99.0,30.0,-0.6,189.0,0.0,29.9,16.0,-0.33,50.7,105.0,-0.04,63.4,98.0,-0.07,55.6,115.0,0.0,53.8,104.0,-0.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3247,0.22,139343.0,896,4603.0,916.0,455.0,461.0,49.7,50.3,23.0,2.5,47.0,5.1,71.0,843.0,2.0,7.8,92.0,0.2,13.7,146.0,21.2,1,10040.0,896.0,73.0,50.0,73.0,50.0,27.5,21.0,17.0,67.0,54.0,37.0,30.0,24.0,16.0,52.0,125.0,86.0,23.0,-0.47,102.0,0.37,35.1,21.0,0.08,52.1,67.0,0.39,63.6,37.0,-0.01,54.3,66.0,0.42,49.7,59.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3248,0.12,111450.0,896,4610.0,1259.0,625.0,634.0,49.6,50.4,35.0,2.8,42.0,3.3,63.0,1196.0,0.0,5.0,95.0,0.0,4.1,123.0,11.6,1,50252.0,896.0,84.0,44.0,105.0,56.0,28.7,15.0,8.0,97.0,54.0,68.0,38.0,21.0,11.0,55.3,180.0,95.0,20.0,-0.75,160.0,0.23,39.4,15.0,0.56,50.9,97.0,0.05,65.5,68.0,0.14,57.3,99.0,0.32,52.7,81.0,-0.11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3249,0.12,111451.0,896,4611.0,818.0,420.0,398.0,51.3,48.7,18.0,2.2,136.0,16.6,57.0,761.0,0.0,7.0,93.0,0.0,11.8,187.0,27.5,1,16962.0,896.0,79.0,46.0,91.0,54.0,27.0,27.0,17.0,97.0,60.0,38.0,23.0,37.0,22.0,50.3,162.0,95.0,36.0,0.06,126.0,0.13,34.9,27.0,0.32,49.4,97.0,0.07,63.5,38.0,0.1,52.3,87.0,0.29,47.9,75.0,-0.09,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3250,0.06,136543.0,896,4623.0,1041.0,523.0,518.0,50.2,49.8,26.0,2.5,94.0,9.0,31.0,1010.0,0.0,3.0,97.0,0.0,9.7,169.0,19.2,1,5626.0,896.0,76.0,46.0,90.0,54.0,27.4,26.0,16.0,90.0,57.0,42.0,27.0,31.0,19.0,51.2,158.0,95.0,30.0,-0.83,128.0,0.27,30.6,26.0,-0.12,50.8,90.0,0.17,63.9,42.0,-0.04,51.1,87.0,0.22,51.3,71.0,-0.13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,-0.71,135941.0,896,6905.0,829.0,427.0,402.0,51.5,48.5,26.0,3.1,182.0,22.0,47.0,782.0,0.0,5.7,94.3,0.0,30.4,395.0,58.1,1,58920.0,896.0,50.0,45.0,60.0,55.0,25.7,33.0,31.0,55.0,52.0,17.0,16.0,60.0,55.0,38.6,105.0,95.0,59.0,-0.98,46.0,-0.36,26.3,33.0,-0.53,40.4,55.0,-0.85,55.3,17.0,-0.6,40.8,57.0,-0.45,36.0,48.0,-1.01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,-0.05,136184.0,896,6906.0,867.0,453.0,414.0,52.2,47.8,9.0,1.0,211.0,24.3,17.0,850.0,0.0,2.0,98.0,0.0,21.6,395.0,47.5,1,62770.0,896.0,75.0,47.0,83.0,53.0,25.3,48.0,31.0,88.0,56.0,20.0,13.0,80.0,51.0,43.8,156.0,99.0,78.0,-0.36,78.0,0.27,28.9,48.0,-0.1,48.0,88.0,-0.02,63.1,20.0,-0.02,45.4,82.0,0.02,41.9,74.0,-0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3261,0.3,140675.0,908,4000.0,598.0,298.0,300.0,49.8,50.2,18.0,3.0,91.0,15.2,8.0,590.0,0.0,1.3,98.7,0.0,9.7,146.0,24.4,1,47264.0,908.0,81.0,55.0,67.0,45.0,27.2,26.0,18.0,84.0,57.0,37.0,25.0,36.0,24.0,52.8,147.0,99.0,35.0,-0.17,112.0,0.45,34.1,26.0,0.29,52.4,84.0,0.31,66.6,37.0,0.3,53.8,67.0,0.31,51.9,80.0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3262,-0.23,140836.0,908,4001.0,615.0,311.0,304.0,50.6,49.4,8.0,1.3,79.0,12.8,3.0,608.0,4.0,0.5,98.9,0.7,14.0,179.0,29.1,1,19158.0,908.0,66.0,47.0,74.0,53.0,27.2,24.0,18.0,76.0,56.0,35.0,26.0,44.0,31.0,47.8,135.0,96.0,43.0,-0.69,92.0,-0.01,21.5,24.0,-0.88,49.3,76.0,-0.02,61.9,35.0,-0.22,48.7,72.0,-0.24,46.8,63.0,-0.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3263,0.19,139155.0,908,4009.0,1228.0,653.0,575.0,53.2,46.8,42.0,3.4,79.0,6.4,51.0,1177.0,0.0,4.2,95.8,0.0,9.2,216.0,21.7,1,30040.0,908.0,97.0,53.0,87.0,47.0,27.5,34.0,19.0,90.0,51.0,54.0,30.0,25.0,14.0,51.5,178.0,97.0,25.0,-0.28,153.0,0.26,32.3,34.0,-0.13,51.8,90.0,0.27,65.6,54.0,0.25,53.5,85.0,0.33,49.8,93.0,0.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3264,-0.51,112038.0,908,4135.0,869.0,418.0,451.0,48.1,51.9,20.0,2.3,73.0,8.4,22.0,846.0,1.0,2.5,97.4,0.1,11.6,199.0,28.5,1,58316.0,908.0,68.0,52.0,63.0,48.0,28.1,12.0,10.0,74.0,59.0,40.0,32.0,29.0,22.0,47.3,126.0,96.0,29.0,-1.08,97.0,-0.34,37.6,12.0,0.39,41.3,74.0,-0.78,60.8,40.0,-0.29,52.1,61.0,-0.2,43.0,65.0,-0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3265,0.32,112039.0,908,4141.0,411.0,213.0,198.0,51.8,48.2,9.0,2.2,81.0,19.7,4.0,407.0,0.0,1.0,99.0,0.0,13.4,136.0,33.1,1,53688.0,908.0,32.0,43.0,43.0,57.0,27.2,10.0,14.0,45.0,63.0,17.0,24.0,26.0,35.0,52.7,72.0,96.0,25.0,0.2,47.0,0.39,32.8,10.0,0.18,52.1,45.0,0.42,66.8,17.0,0.14,55.5,42.0,0.37,48.9,30.0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3266,-0.07,136575.0,908,4143.0,1366.0,678.0,688.0,49.6,50.4,41.0,3.0,102.0,7.5,16.0,1350.0,0.0,1.2,98.8,0.0,12.6,296.0,26.1,1,51984.0,908.0,114.0,49.0,117.0,51.0,26.9,43.0,19.0,131.0,57.0,54.0,24.0,59.0,26.0,48.3,228.0,99.0,59.0,-0.48,169.0,0.07,30.9,43.0,-0.02,48.3,131.0,-0.05,62.4,54.0,-0.15,49.6,114.0,0.0,46.8,114.0,-0.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3267,-0.21,112041.0,908,4144.0,639.0,323.0,316.0,50.5,49.5,10.0,1.6,76.0,11.9,10.0,629.0,0.0,1.6,98.4,0.0,12.9,155.0,29.1,1,58042.0,908.0,55.0,49.0,57.0,51.0,27.3,18.0,16.0,65.0,59.0,27.0,25.0,35.0,31.0,47.6,110.0,98.0,34.0,-0.13,76.0,-0.25,28.6,18.0,-0.5,47.6,65.0,-0.16,60.4,27.0,-0.15,47.9,56.0,-0.21,47.2,54.0,-0.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3268,0.16,112043.0,908,4146.0,1432.0,688.0,744.0,48.0,52.0,22.0,1.5,155.0,10.8,14.0,1418.0,0.0,1.0,99.0,0.0,9.3,220.0,20.2,1,23768.0,908.0,102.0,49.0,108.0,51.0,27.1,39.0,19.0,113.0,56.0,51.0,25.0,39.0,19.0,50.7,203.0,97.0,39.0,-0.1,164.0,0.23,33.0,39.0,0.04,50.3,113.0,0.18,65.8,51.0,0.21,54.3,106.0,0.3,46.9,97.0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3269,0.38,136852.0,908,4149.0,1077.0,526.0,551.0,48.8,51.2,43.0,4.0,175.0,16.2,8.0,1069.0,0.0,0.7,99.3,0.0,8.6,228.0,21.2,1,40324.0,908.0,114.0,55.0,95.0,45.0,26.7,48.0,23.0,107.0,52.0,51.0,25.0,38.0,18.0,52.6,206.0,99.0,38.0,-0.06,168.0,0.48,31.9,48.0,0.13,53.8,107.0,0.42,69.5,51.0,0.54,55.6,92.0,0.59,50.1,114.0,0.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3270,-0.26,112045.0,908,4150.0,1090.0,529.0,561.0,48.5,51.5,20.0,1.8,78.0,7.2,3.0,1087.0,0.0,0.3,99.7,0.0,9.4,219.0,24.5,1,8440.0,908.0,101.0,55.0,83.0,45.0,27.0,40.0,22.0,96.0,54.0,43.0,24.0,45.0,24.0,46.7,179.0,97.0,44.0,-0.38,135.0,-0.21,27.7,40.0,-0.38,47.8,96.0,-0.22,61.8,43.0,-0.22,46.2,82.0,-0.27,47.1,97.0,-0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3271,-0.05,136596.0,908,4151.0,1323.0,660.0,663.0,49.9,50.1,21.0,1.6,52.0,3.9,7.0,1316.0,0.0,0.5,99.5,0.0,7.9,222.0,20.1,1,9094.0,908.0,114.0,50.0,112.0,50.0,27.4,41.0,18.0,111.0,50.0,70.0,32.0,41.0,18.0,50.2,222.0,98.0,40.0,-0.45,182.0,0.03,30.7,41.0,-0.13,48.4,111.0,-0.11,63.8,70.0,0.07,54.2,111.0,0.14,46.3,111.0,-0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3272,0.3,137223.0,908,4152.0,898.0,460.0,438.0,51.2,48.8,10.0,1.1,54.0,6.0,18.0,880.0,0.0,2.0,98.0,0.0,11.6,197.0,26.3,1,18018.0,908.0,80.0,53.0,71.0,47.0,27.9,21.0,14.0,80.0,54.0,46.0,31.0,35.0,23.0,54.9,147.0,97.0,33.0,-0.27,114.0,0.46,37.3,21.0,0.35,53.0,80.0,0.35,65.9,46.0,0.18,57.6,70.0,0.52,52.5,77.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,0.09,138024.0,908,4153.0,1163.0,582.0,581.0,50.0,50.0,13.0,1.1,127.0,10.9,15.0,1148.0,0.0,1.3,98.7,0.0,7.9,193.0,18.9,1,59534.0,908.0,99.0,50.0,100.0,50.0,27.3,31.0,16.0,108.0,56.0,55.0,28.0,35.0,18.0,51.2,194.0,97.0,34.0,-0.22,160.0,0.16,29.8,31.0,-0.06,49.7,108.0,0.08,65.9,55.0,0.21,52.7,97.0,0.24,49.7,97.0,-0.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3274,-0.47,136383.0,908,4154.0,1505.0,774.0,731.0,51.4,48.6,52.0,3.5,225.0,15.0,82.0,1422.0,1.0,5.4,94.5,0.1,13.6,361.0,31.6,1,6182.0,908.0,105.0,45.0,127.0,55.0,26.2,56.0,25.0,119.0,54.0,47.0,21.0,66.0,28.0,42.9,222.0,96.0,64.0,-0.97,158.0,-0.27,20.8,56.0,-0.82,46.0,119.0,-0.39,60.6,47.0,-0.26,45.5,119.0,-0.42,39.6,103.0,-0.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3275,-0.56,112050.0,908,4155.0,729.0,374.0,355.0,51.3,48.7,38.0,5.2,118.0,16.2,12.0,717.0,0.0,1.6,98.4,0.0,19.1,260.0,35.7,1,6946.0,908.0,69.0,48.0,76.0,52.0,25.8,34.0,24.0,80.0,56.0,28.0,20.0,49.0,34.0,40.7,142.0,98.0,49.0,-0.87,93.0,-0.4,25.6,34.0,-0.44,41.5,80.0,-0.59,56.8,28.0,-0.63,42.2,76.0,-0.36,38.9,66.0,-0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3276,0.17,136573.0,908,4156.0,1400.0,674.0,726.0,48.1,51.9,23.0,1.6,149.0,10.6,13.0,1387.0,0.0,0.9,99.1,0.0,9.2,291.0,20.8,1,40318.0,908.0,139.0,52.0,128.0,48.0,27.8,33.0,13.0,143.0,55.0,85.0,33.0,56.0,21.0,53.6,261.0,98.0,53.0,0.09,208.0,0.19,38.7,33.0,0.77,51.0,143.0,0.19,63.2,85.0,-0.11,53.8,127.0,0.12,53.4,134.0,0.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3277,-0.23,112052.0,908,4157.0,640.0,294.0,346.0,45.9,54.1,16.0,2.5,121.0,18.9,37.0,603.0,0.0,5.8,94.2,0.0,20.8,257.0,40.2,1,40994.0,908.0,83.0,58.0,61.0,42.0,26.0,40.0,29.0,70.0,51.0,27.0,20.0,53.0,37.0,43.5,137.0,95.0,52.0,-0.4,85.0,-0.13,27.5,40.0,-0.29,47.0,70.0,-0.18,61.6,27.0,-0.29,43.8,57.0,-0.3,43.2,80.0,-0.19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3278,0.22,136524.0,908,4158.0,1308.0,648.0,660.0,49.5,50.5,24.0,1.8,165.0,12.6,31.0,1274.0,3.0,2.4,97.4,0.2,14.1,354.0,31.7,1,9272.0,908.0,108.0,49.0,113.0,51.0,28.0,30.0,14.0,111.0,52.0,74.0,34.0,61.0,28.0,54.3,215.0,97.0,60.0,-0.17,155.0,0.37,32.9,30.0,0.12,52.8,111.0,0.28,65.1,74.0,0.16,56.3,110.0,0.3,52.3,105.0,0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3279,0.36,112054.0,908,4159.0,1017.0,458.0,559.0,45.0,55.0,16.0,1.6,144.0,14.2,25.0,992.0,0.0,2.5,97.5,0.0,11.5,254.0,28.4,1,42854.0,908.0,95.0,52.0,87.0,48.0,27.6,25.0,14.0,104.0,59.0,48.0,27.0,58.0,32.0,54.7,177.0,97.0,58.0,0.35,119.0,0.37,40.0,25.0,0.89,53.4,104.0,0.39,65.2,48.0,0.04,56.8,85.0,0.6,52.8,92.0,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
