,P8MEA,URN,LA,ESTAB_x,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,PNUMFSM,NUMFSMEVER,PNUMFSMEVER,RECTYPE,ALPHAIND,LEA,BPUP,PBPUP,GPUP,PGPUP,KS2APS,TPRIORLO,PTPRIORLO,TPRIORAV,PTPRIORAV,TPRIORHI,PTPRIORHI,TFSM6CLA1A,PTFSM6CLA1A,ATT8SCR,P8PUP,P8MEACOV,P8PUP_FSM6CLA1A,P8MEA_FSM6CLA1A,P8PUP_NFSM6CLA1A,P8MEA_NFSM6CLA1A,ATT8SCR_LO,P8PUP_LO,P8MEA_LO,ATT8SCR_AV,P8PUP_AV,P8MEA_AV,ATT8SCR_HI,P8PUP_HI,P8MEA_HI,ATT8SCR_GIRLS,P8PUP_GIRLS,P8MEA_GIRLS,ATT8SCR_BOYS,P8PUP_BOYS,P8MEA_BOYS,Gender_BOYS,Gender_GIRLS,AdmitPol_COMP,AdmitPol_MOD,AdmitPol_SEL,Faith_school_Christian,Faith_school_Church of England,Faith_school_Church of England/Christian,Faith_school_Church of England/Roman Catholic,Faith_school_Jewish,Faith_school_Muslim,Faith_school_Roman Catholic,Faith_school_Roman Catholic/Church of England,Faith_school_Sikh,School_type_ACC,School_type_ACCS,School_type_ACS,School_type_CTC,School_type_CY,School_type_CYS,School_type_F,School_type_FD,School_type_FDS,School_type_FS,School_type_FSS,School_type_FUTC,School_type_NMSS,School_type_VA,School_type_VC
2409,0.29,110102.0,869,5406.0,1215.0,612.0,603.0,50.4,49.6,15.0,1.2,88.0,7.2,11.0,1204.0,0.0,0.9,99.1,0.0,3.3,86.0,9.5,1,15550.0,869.0,92.0,52.0,86.0,48.0,28.6,19.0,11.0,88.0,51.0,65.0,38.0,20.0,11.0,57.2,172.0,97.0,20.0,-0.11,152.0,0.34,33.7,19.0,-0.13,53.9,88.0,0.39,68.0,65.0,0.27,61.5,84.0,0.44,53.3,88.0,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2413,-0.19,139268.0,870,4000.0,314.0,37.0,277.0,11.8,88.2,10.0,3.2,41.0,13.1,55.0,259.0,0.0,17.5,82.5,0.0,17.9,27.0,25.5,1,59130.0,870.0,39.0,78.0,11.0,22.0,28.3,6.0,15.0,19.0,46.0,16.0,39.0,13.0,26.0,50.3,41.0,82.0,10.0,-0.39,31.0,-0.13,37.2,6.0,0.39,48.5,19.0,-0.25,60.0,16.0,-0.34,48.8,10.0,0.15,50.7,31.0,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2416,0.03,136307.0,870,4020.0,1254.0,603.0,651.0,48.1,51.9,18.0,1.4,168.0,13.4,128.0,1113.0,13.0,10.2,88.8,1.0,6.8,159.0,15.1,1,24430.0,870.0,118.0,55.0,95.0,45.0,28.8,18.0,9.0,94.0,47.0,90.0,45.0,24.0,11.0,55.1,202.0,95.0,24.0,-0.56,178.0,0.11,27.5,18.0,-0.26,50.5,94.0,0.05,66.0,90.0,0.07,58.1,92.0,0.19,52.6,110.0,-0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,-0.37,110096.0,870,5400.0,627.0,622.0,5.0,99.2,0.8,6.0,1.0,54.0,8.6,340.0,285.0,2.0,54.2,45.5,0.3,21.1,221.0,38.4,1,42604.0,870.0,0.0,0.0,130.0,100.0,26.4,32.0,29.0,48.0,43.0,32.0,29.0,49.0,38.0,43.8,112.0,86.0,46.0,-0.97,66.0,0.04,25.2,32.0,-0.53,44.7,48.0,-0.34,61.3,32.0,-0.28,43.8,112.0,-0.37,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2419,-0.22,136876.0,870,5410.0,1343.0,582.0,761.0,43.3,56.7,52.0,3.9,128.0,9.5,401.0,939.0,3.0,29.9,69.9,0.2,22.0,476.5,41.5,1,41666.0,870.0,140.0,61.0,88.0,39.0,25.8,67.0,31.0,104.0,49.0,42.0,20.0,85.0,37.0,43.8,213.0,93.0,82.0,-0.35,131.0,-0.14,26.9,67.0,-0.35,47.4,104.0,-0.19,62.2,42.0,-0.06,46.1,84.0,-0.09,42.3,129.0,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,0.2,110107.0,870,5411.0,868.0,410.0,458.0,47.2,52.8,36.0,4.1,115.0,13.2,331.0,535.0,2.0,38.1,61.6,0.2,10.9,200.0,26.8,1,5986.0,870.0,87.0,60.0,58.0,40.0,25.9,38.0,31.0,58.0,48.0,26.0,21.0,41.0,28.0,48.0,122.0,84.0,40.0,0.1,82.0,0.25,35.6,38.0,0.47,50.2,58.0,0.15,63.1,26.0,-0.1,49.2,49.0,0.2,47.1,73.0,0.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2422,-0.84,130247.0,870,6905.0,898.0,358.0,540.0,39.9,60.1,25.0,2.8,68.0,7.6,150.0,748.0,0.0,16.7,83.3,0.0,25.2,390.0,54.5,1,27458.0,870.0,108.0,61.0,70.0,39.0,25.2,60.0,35.0,91.0,53.0,20.0,12.0,85.0,48.0,36.2,171.0,96.0,82.0,-1.08,89.0,-0.61,22.3,60.0,-0.93,39.4,91.0,-0.82,57.4,20.0,-0.63,39.2,68.0,-0.69,34.2,103.0,-0.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,0.42,137259.0,871,4082.0,889.0,889.0,0.0,100.0,0.0,8.0,0.9,46.0,5.2,671.0,218.0,0.0,75.5,24.5,0.0,10.6,292.0,37.3,1,4000.0,871.0,0.0,0.0,146.0,100.0,26.8,23.0,17.0,83.0,60.0,32.0,23.0,60.0,41.0,52.6,138.0,95.0,57.0,0.44,81.0,0.41,37.1,23.0,0.78,51.3,83.0,0.29,68.4,32.0,0.51,52.6,138.0,0.42,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,-0.62,110076.0,871,4085.0,821.0,337.0,484.0,41.0,59.0,13.0,1.6,152.0,18.5,328.0,493.0,0.0,40.0,60.0,0.0,13.2,266.0,36.0,1,4490.0,871.0,80.0,57.0,61.0,43.0,27.2,22.0,18.0,72.0,58.0,31.0,25.0,43.0,30.0,43.2,125.0,89.0,39.0,-1.12,86.0,-0.39,27.8,22.0,-0.41,41.2,72.0,-0.81,60.5,31.0,-0.33,49.7,55.0,-0.32,38.2,70.0,-0.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2431,-0.05,110078.0,871,4089.0,900.0,329.0,571.0,36.6,63.4,33.0,3.7,74.0,8.2,610.0,287.0,3.0,67.8,31.9,0.3,26.9,336.0,44.4,1,61428.0,871.0,102.0,63.0,59.0,37.0,25.3,35.0,25.0,84.0,60.0,21.0,15.0,67.0,42.0,43.4,140.0,87.0,64.0,-0.33,76.0,0.18,27.0,35.0,-0.09,46.9,84.0,-0.03,60.9,21.0,-0.09,48.3,55.0,0.27,40.6,85.0,-0.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2432,0.28,137287.0,871,4510.0,1121.0,442.0,679.0,39.4,60.6,31.0,2.8,299.0,26.7,676.0,445.0,0.0,60.3,39.7,0.0,14.8,354.0,40.1,1,53962.0,871.0,92.0,61.0,60.0,39.0,25.4,40.0,31.0,70.0,53.0,21.0,16.0,60.0,39.0,47.8,131.0,86.0,54.0,0.38,77.0,0.2,34.8,40.0,0.49,51.1,70.0,0.23,62.3,21.0,0.04,50.2,49.0,0.38,46.2,82.0,0.22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,0.39,110087.0,871,4800.0,763.0,383.0,380.0,50.2,49.8,16.0,2.1,61.0,8.0,377.0,386.0,0.0,49.4,50.6,0.0,8.1,113.0,17.1,1,48038.0,871.0,71.0,55.0,58.0,45.0,26.3,29.0,25.0,67.0,59.0,18.0,16.0,25.0,19.0,49.6,114.0,88.0,23.0,0.14,91.0,0.45,37.6,29.0,0.55,53.2,67.0,0.43,61.8,18.0,-0.07,51.4,51.0,0.54,48.1,63.0,0.26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2438,0.16,138012.0,871,5409.0,994.0,468.0,526.0,47.1,52.9,32.0,3.2,81.0,8.1,414.0,580.0,0.0,41.6,58.4,0.0,9.4,267.0,30.3,1,61176.0,871.0,92.0,55.0,75.0,45.0,26.0,41.0,25.0,95.0,58.0,28.0,17.0,52.0,31.0,48.2,164.0,98.0,51.0,0.23,113.0,0.12,33.8,41.0,0.43,51.1,95.0,0.2,59.1,28.0,-0.39,52.4,74.0,0.42,44.8,90.0,-0.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,0.22,135631.0,871,6905.0,1103.0,518.0,585.0,47.0,53.0,22.0,2.0,130.0,11.8,200.0,896.0,7.0,18.1,81.2,0.6,12.8,289.0,32.3,1,29768.0,871.0,104.0,59.0,71.0,41.0,27.7,26.0,15.0,90.0,53.0,54.0,32.0,50.0,29.0,53.4,170.0,97.0,48.0,0.28,122.0,0.2,37.1,26.0,0.3,51.5,90.0,0.2,64.2,54.0,0.22,54.0,69.0,0.26,52.9,101.0,0.19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,0.6,136880.0,872,4047.0,1259.0,1248.0,11.0,99.1,0.9,17.0,1.4,50.0,4.0,96.0,1151.0,12.0,7.6,91.4,1.0,3.7,76.0,7.6,1,25338.0,872.0,0.0,0.0,193.0,100.0,28.8,16.0,9.0,88.0,48.0,79.0,43.0,17.0,9.0,60.9,183.0,95.0,16.0,0.35,167.0,0.62,33.8,16.0,0.47,58.1,88.0,0.72,69.4,79.0,0.48,60.9,183.0,0.6,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,0.17,110059.0,872,4048.0,1134.0,443.0,691.0,39.1,60.9,34.0,3.0,100.0,8.8,167.0,964.0,3.0,14.7,85.0,0.3,4.6,94.0,10.0,1,46306.0,872.0,109.0,59.0,76.0,41.0,27.8,26.0,15.0,89.0,52.0,56.0,33.0,28.0,15.0,53.6,171.0,92.0,25.0,-0.56,146.0,0.29,31.0,26.0,-0.22,52.1,89.0,0.3,65.1,56.0,0.13,55.2,71.0,0.24,52.5,100.0,0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2444,0.08,110060.0,872,4049.0,1074.0,492.0,582.0,45.8,54.2,24.0,2.2,142.0,13.2,75.0,999.0,0.0,7.0,93.0,0.0,6.1,147.0,16.6,1,17288.0,872.0,102.0,53.0,90.0,47.0,27.5,31.0,17.0,96.0,53.0,55.0,30.0,32.0,17.0,50.7,182.0,95.0,32.0,-0.28,150.0,0.16,33.0,31.0,-0.02,49.8,96.0,0.15,64.4,55.0,0.01,49.3,82.0,0.08,52.1,100.0,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2445,-0.32,139853.0,872,4050.0,1176.0,22.0,1154.0,1.9,98.1,10.0,0.9,110.0,9.4,278.0,897.0,1.0,23.6,76.3,0.1,5.8,128.5,13.4,1,18990.0,872.0,194.0,100.0,0.0,0.0,28.2,23.0,13.0,96.0,52.0,64.0,35.0,31.0,16.0,49.6,183.0,94.0,31.0,-0.99,152.0,-0.19,27.9,23.0,-0.52,46.1,96.0,-0.35,62.3,64.0,-0.21,0.0,0.0,0.0,49.6,183.0,-0.32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,-0.09,110062.0,872,4051.0,923.0,443.0,480.0,48.0,52.0,33.0,3.6,112.0,12.1,251.0,639.0,33.0,27.2,69.2,3.6,16.3,219.0,30.7,1,8482.0,872.0,78.0,57.0,59.0,43.0,26.3,27.0,22.0,71.0,58.0,24.0,20.0,42.0,31.0,46.6,122.0,89.0,38.0,-0.51,84.0,0.09,32.1,27.0,0.17,47.7,71.0,-0.05,57.8,24.0,-0.51,50.2,50.0,0.22,43.8,72.0,-0.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2447,0.41,136637.0,872,4053.0,1798.0,857.0,941.0,47.7,52.3,54.0,3.0,23.0,1.3,406.0,1391.0,1.0,22.6,77.4,0.1,4.4,127.0,9.1,1,32288.0,872.0,148.0,54.0,127.0,46.0,28.3,35.0,13.0,123.0,47.0,103.0,39.0,26.0,9.0,57.2,261.0,95.0,23.0,0.31,238.0,0.42,37.2,35.0,0.53,54.9,123.0,0.54,67.5,103.0,0.21,60.3,119.0,0.52,54.6,142.0,0.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,0.21,142166.0,872,4060.0,1341.0,709.0,632.0,52.9,47.1,18.0,1.3,96.0,7.2,141.0,1200.0,0.0,10.5,89.5,0.0,4.0,128.0,11.2,1,59552.0,872.0,102.0,46.0,122.0,54.0,28.3,23.0,11.0,121.0,56.0,74.0,34.0,18.0,8.0,54.9,218.0,97.0,18.0,-0.46,200.0,0.27,36.9,23.0,0.41,51.9,121.0,0.21,65.6,74.0,0.13,55.6,120.0,0.39,54.1,98.0,-0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,0.64,136891.0,872,4505.0,1343.0,641.0,702.0,47.7,52.3,28.0,2.1,237.0,17.6,81.0,1232.0,0.0,6.2,93.8,0.0,3.5,85.0,8.0,1,40676.0,872.0,89.0,52.0,83.0,48.0,28.3,17.0,10.0,88.0,52.0,63.0,38.0,18.0,10.0,58.9,168.0,98.0,18.0,0.27,150.0,0.68,37.3,17.0,0.55,56.8,88.0,0.77,68.7,63.0,0.47,58.4,82.0,0.54,59.3,86.0,0.73,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,-0.56,137867.0,873,4000.0,1266.0,624.0,642.0,49.3,50.7,40.0,3.2,305.0,24.1,368.0,898.0,0.0,29.1,70.9,0.0,19.7,450.5,37.7,1,57272.0,873.0,127.0,53.0,113.0,47.0,25.3,66.0,32.0,117.0,57.0,23.0,11.0,96.0,40.0,37.4,206.0,86.0,92.0,-0.87,114.0,-0.31,26.1,66.0,-0.44,41.3,117.0,-0.68,60.1,23.0,-0.31,38.2,100.0,-0.38,36.7,106.0,-0.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,0.2,136677.0,873,4002.0,1091.0,504.0,587.0,46.2,53.8,34.0,3.1,105.0,9.6,65.0,1026.0,0.0,6.0,94.0,0.0,5.9,138.0,12.6,1,6410.0,873.0,102.0,50.0,103.0,50.0,28.8,25.0,13.0,78.0,40.0,93.0,47.0,21.0,10.0,56.3,196.0,96.0,20.0,-0.29,176.0,0.26,32.9,25.0,-0.03,53.6,78.0,0.33,66.0,93.0,0.16,56.5,99.0,0.26,56.1,97.0,0.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,0.07,139272.0,873,4003.0,1398.0,702.0,696.0,50.2,49.8,34.0,2.4,176.0,12.6,92.0,1306.0,0.0,6.6,93.4,0.0,14.4,383.0,31.0,1,35634.0,873.0,138.0,50.0,140.0,50.0,26.7,62.0,23.0,145.0,53.0,66.0,24.0,87.0,31.0,49.0,273.0,98.0,85.0,-0.18,188.0,0.19,33.2,62.0,0.17,50.0,145.0,0.14,62.1,66.0,-0.17,50.8,137.0,0.13,47.1,136.0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,0.64,137826.0,873,4004.0,1309.0,678.0,631.0,51.8,48.2,80.0,6.1,170.0,13.0,233.0,1074.0,2.0,17.8,82.0,0.2,7.3,189.0,17.7,1,26736.0,873.0,108.0,51.0,102.0,49.0,28.3,28.0,14.0,83.0,43.0,84.0,43.0,24.0,11.0,60.2,195.0,93.0,24.0,0.24,171.0,0.7,38.1,28.0,0.74,56.1,83.0,0.67,70.9,84.0,0.58,61.0,98.0,0.75,59.5,97.0,0.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,0.07,139401.0,873,4005.0,415.0,203.0,212.0,48.9,51.1,9.0,2.2,95.0,22.9,105.0,310.0,0.0,25.3,74.7,0.0,31.3,201.5,48.6,1,36766.0,873.0,46.0,49.0,48.0,51.0,26.5,21.0,25.0,47.0,55.0,17.0,20.0,45.0,48.0,48.0,85.0,90.0,41.0,-0.06,44.0,0.2,32.1,21.0,-0.06,50.5,47.0,0.17,61.5,17.0,-0.02,50.1,45.0,0.25,45.8,40.0,-0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,0.45,136580.0,873,4007.0,1252.0,623.0,629.0,49.8,50.2,23.0,1.8,53.0,4.2,84.0,1168.0,0.0,6.7,93.3,0.0,3.8,108.0,8.6,1,56588.0,873.0,129.0,54.0,109.0,46.0,28.4,26.0,11.0,118.0,52.0,83.0,37.0,16.0,7.0,58.1,227.0,95.0,15.0,-0.02,212.0,0.48,42.4,26.0,0.99,53.8,118.0,0.38,68.4,83.0,0.37,59.1,104.0,0.59,57.2,123.0,0.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,0.6,136636.0,873,4027.0,779.0,422.0,357.0,54.2,45.8,13.0,1.7,142.0,18.2,166.0,612.0,1.0,21.3,78.6,0.1,6.8,101.0,16.8,1,39836.0,873.0,60.0,50.0,60.0,50.0,29.2,10.0,9.0,46.0,41.0,55.0,50.0,19.0,16.0,60.9,111.0,93.0,17.0,0.16,94.0,0.68,39.9,10.0,0.63,55.5,46.0,0.58,71.5,55.0,0.6,65.4,58.0,0.92,56.5,53.0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,0.5,136887.0,873,4029.0,940.0,471.0,469.0,50.1,49.9,15.0,1.6,36.0,3.8,202.0,734.0,4.0,21.5,78.1,0.4,7.7,177.5,18.9,1,11022.0,873.0,86.0,49.0,91.0,51.0,28.5,21.0,13.0,73.0,46.0,63.0,40.0,28.0,16.0,59.1,157.0,89.0,27.0,-0.13,130.0,0.63,37.0,21.0,0.29,54.6,73.0,0.51,70.7,63.0,0.55,62.4,80.0,0.61,55.5,77.0,0.37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,0.05,136650.0,873,4031.0,527.0,256.0,271.0,48.6,51.4,6.0,1.1,90.0,17.1,121.0,406.0,0.0,23.0,77.0,0.0,16.2,180.0,34.2,1,12466.0,873.0,49.0,41.0,70.0,59.0,26.9,25.0,24.0,54.0,51.0,27.0,25.0,36.0,30.0,49.1,106.0,89.0,35.0,-0.02,71.0,0.09,32.7,25.0,0.18,49.2,54.0,-0.06,65.0,27.0,0.17,50.2,63.0,0.09,47.7,43.0,-0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,0.4,137434.0,873,4038.0,776.0,368.0,408.0,47.4,52.6,49.0,6.3,57.0,7.3,41.0,733.0,2.0,5.3,94.5,0.3,6.0,94.0,12.8,1,13266.0,873.0,68.0,46.0,81.0,54.0,26.9,32.0,22.0,72.0,49.0,42.0,29.0,22.0,15.0,52.8,146.0,98.0,22.0,-0.11,124.0,0.5,34.8,32.0,0.33,52.3,72.0,0.41,68.7,42.0,0.44,53.3,80.0,0.5,52.1,66.0,0.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,0.44,137527.0,873,4040.0,444.0,214.0,230.0,48.2,51.8,16.0,3.6,89.0,20.0,10.0,434.0,0.0,2.3,97.7,0.0,6.5,65.0,14.6,1,33706.0,873.0,34.0,50.0,34.0,50.0,26.8,14.0,21.0,33.0,50.0,19.0,29.0,14.0,21.0,52.4,66.0,97.0,13.0,0.1,53.0,0.52,36.4,14.0,0.5,52.5,33.0,0.52,65.4,19.0,0.25,56.2,33.0,0.56,48.7,33.0,0.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,0.12,138177.0,873,4045.0,1133.0,623.0,510.0,55.0,45.0,32.0,2.8,141.0,12.4,42.0,1091.0,0.0,3.7,96.3,0.0,12.5,259.0,26.3,1,13820.0,873.0,82.0,40.0,121.0,60.0,27.0,43.0,22.0,104.0,53.0,49.0,25.0,49.0,24.0,49.7,196.0,97.0,49.0,-0.24,147.0,0.24,34.3,43.0,0.16,50.5,104.0,0.16,63.4,49.0,0.03,52.6,118.0,0.22,45.5,78.0,-0.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,-0.25,138053.0,873,4051.0,965.0,497.0,468.0,51.5,48.5,28.0,2.9,112.0,11.6,21.0,944.0,0.0,2.2,97.8,0.0,10.4,201.0,23.1,1,53672.0,873.0,86.0,51.0,82.0,49.0,28.1,22.0,13.0,87.0,53.0,56.0,34.0,34.0,20.0,50.4,165.0,98.0,33.0,-0.8,132.0,-0.11,25.9,22.0,-0.52,47.7,87.0,-0.25,64.2,56.0,-0.13,52.7,81.0,-0.05,48.1,84.0,-0.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,0.16,137547.0,873,4055.0,771.0,342.0,429.0,44.4,55.6,25.0,3.2,30.0,3.9,25.0,745.0,1.0,3.2,96.6,0.1,9.0,145.0,18.8,1,62918.0,873.0,83.0,55.0,67.0,45.0,26.9,31.0,22.0,79.0,55.0,34.0,24.0,30.0,20.0,50.1,144.0,96.0,28.0,0.14,116.0,0.16,33.8,31.0,0.11,50.4,79.0,0.19,65.5,34.0,0.12,51.3,65.0,0.24,49.1,79.0,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,0.07,110873.0,873,4061.0,1043.0,557.0,486.0,53.4,46.6,10.0,1.0,109.0,10.5,239.0,804.0,0.0,22.9,77.1,0.0,12.5,228.0,26.9,1,35750.0,873.0,82.0,47.0,93.0,53.0,28.0,24.0,15.0,79.0,50.0,54.0,34.0,41.0,23.0,53.0,157.0,90.0,38.0,-0.41,119.0,0.22,34.3,24.0,0.18,49.9,79.0,0.04,65.8,54.0,0.06,57.8,83.0,0.32,47.6,74.0,-0.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2471,-0.14,137305.0,873,4064.0,1729.0,852.0,877.0,49.3,50.7,30.0,1.7,178.0,10.3,169.0,1560.0,0.0,9.8,90.2,0.0,7.7,246.0,17.6,1,47270.0,873.0,133.0,50.0,133.0,50.0,28.2,28.0,11.0,142.0,54.0,91.0,35.0,50.0,19.0,51.4,261.0,98.0,49.0,-0.62,212.0,-0.03,28.8,28.0,-0.21,48.0,142.0,-0.17,63.9,91.0,-0.07,54.7,130.0,0.15,48.1,131.0,-0.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,-0.68,137187.0,873,4077.0,567.0,251.0,316.0,44.3,55.7,31.0,5.5,40.0,7.1,39.0,528.0,0.0,6.9,93.1,0.0,14.0,173.0,30.5,1,17518.0,873.0,68.0,54.0,57.0,46.0,26.0,28.0,25.0,67.0,59.0,19.0,17.0,34.0,27.0,40.4,114.0,91.0,34.0,-0.89,80.0,-0.6,22.3,28.0,-0.72,40.8,67.0,-0.76,61.3,19.0,-0.36,42.5,52.0,-0.49,38.6,62.0,-0.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,-0.42,137779.0,873,4083.0,1236.0,585.0,651.0,47.3,52.7,26.0,2.1,142.0,11.5,103.0,1118.0,15.0,8.3,90.5,1.2,7.5,209.0,19.3,1,17208.0,873.0,106.0,52.0,96.0,48.0,27.1,44.0,22.0,92.0,46.0,62.0,31.0,37.0,18.0,45.1,198.0,98.0,37.0,-0.77,161.0,-0.34,22.5,44.0,-0.79,44.4,92.0,-0.52,64.2,62.0,-0.01,49.4,94.0,-0.1,41.2,104.0,-0.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,0.25,137475.0,873,4503.0,1876.0,981.0,895.0,52.3,47.7,35.0,1.9,158.0,8.4,159.0,1710.0,7.0,8.5,91.2,0.4,5.2,224.0,15.0,1,24890.0,873.0,150.0,50.0,149.0,50.0,27.5,49.0,17.0,140.0,49.0,98.0,34.0,40.0,13.0,53.5,287.0,96.0,39.0,-0.39,248.0,0.35,33.3,49.0,0.19,51.0,140.0,0.26,66.7,98.0,0.26,56.2,144.0,0.34,50.7,143.0,0.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,0.42,137924.0,873,4602.0,793.0,394.0,399.0,49.7,50.3,26.0,3.3,35.0,4.4,135.0,658.0,0.0,17.0,83.0,0.0,4.9,77.0,9.7,1,45770.0,873.0,93.0,62.0,58.0,38.0,28.7,17.0,11.0,68.0,46.0,64.0,43.0,7.0,5.0,58.3,149.0,99.0,6.0,-0.24,143.0,0.45,36.3,17.0,0.27,54.1,68.0,0.41,69.3,64.0,0.48,62.7,58.0,0.55,55.5,91.0,0.34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,0.2,137377.0,873,4603.0,1086.0,540.0,546.0,49.7,50.3,32.0,2.9,50.0,4.6,30.0,1055.0,1.0,2.8,97.1,0.1,8.8,183.0,18.9,1,58.0,873.0,109.0,50.0,110.0,50.0,27.4,39.0,18.0,120.0,56.0,57.0,26.0,34.0,16.0,52.4,216.0,99.0,34.0,-0.32,182.0,0.3,32.2,39.0,-0.02,53.2,120.0,0.37,63.5,57.0,0.0,54.2,109.0,0.41,50.6,107.0,-0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
